Species,Region,Collection_Date,Count
Adoxophyes orana granulovirus,Asia,1999.0,1
Aedes Ifla-like virus,Europa,2019.0,1
Aedes aegypti Thai densovirus,South America,2017.0,1
Aedes aegypti To flavivirus-like,South America,2016.0,1
Aedes aegypti To virus 1,South America,2016.0,1
Aedes aegypti To virus 2,South America,2016.0,1
Aedes aegypti anphevirus,North America,2016.0,2
Aedes aegypti anphevirus,North America,2017.0,7
Aedes aegypti anphevirus,Oceans and Seas,2016.0,1
Aedes aegypti anphevirus,South America,2018.0,1
Aedes aegypti toti-like virus,North America,2017.0,2
Aedes aegypti totivirus,Africa,2016.0,1
Aedes aegypti totivirus,Africa,2020.0,1
Aedes aegypti totivirus,North America,2016.0,2
Aedes aegypti totivirus,North America,2017.0,20
Aedes aegypti totivirus 2,South America,2019.0,1
Aedes aegypti virga-like virus,Africa,2016.0,1
Aedes alboannulatus orthomyxo-like virus,Oceans and Seas,2015.0,4
Aedes alboannulatus toti-like virus 1,Oceans and Seas,2015.0,2
Aedes albopictus anphevirus,North America,2010.0,1
Aedes albopictus densovirus 5,Asia,2015.0,1
Aedes albopictus densovirus 7,Asia,2017.0,1
Aedes albopictus negev-like virus,Oceans and Seas,2018.0,2
Aedes angustivittatus narnavirus,North America,2016.0,1
Aedes anphevirus,North America,2013.0,1
Aedes anphevirus,North America,2017.0,1
Aedes anphevirus,North America,2018.0,1
Aedes birnavirus,Oceans and Seas,2013.0,4
Aedes camptorhynchus negev-like virus,Oceans and Seas,2015.0,2
Aedes camptorhynchus reo-like virus,Oceans and Seas,2015.0,8
Aedes camptorhynchus toti-like virus 1,Oceans and Seas,2015.0,2
Aedes detritus orthomyxo-like virus,Europa,2019.0,4
Aedes flavivirus,Africa,2012.0,9
Aedes flavivirus,Africa,2018.0,2
Aedes flavivirus,Africa,2019.0,13
Aedes flavivirus,Asia,2003.0,11
Aedes flavivirus,Asia,2004.0,7
Aedes flavivirus,Asia,2012.0,1
Aedes flavivirus,Asia,2013.0,5
Aedes flavivirus,Asia,2016.0,15
Aedes flavivirus,Asia,2017.0,4
Aedes flavivirus,Asia,2018.0,4
Aedes flavivirus,Asia,2019.0,14
Aedes flavivirus,Europa,2008.0,4
Aedes flavivirus,Europa,2012.0,7
Aedes flavivirus,Europa,2019.0,1
Aedes flavivirus,North America,2011.0,1
Aedes flavivirus,North America,2016.0,2
Aedes flavivirus,South America,2016.0,1
Aedes galloisi flavivirus,Asia,2006.0,2
Aedes iflavi-like virus 1,South America,2017.0,3
Aedes iflavi-like virus 2,South America,2017.0,2
Aedes japonicus narnavirus 1,Asia,2004.0,1
Aedes japonicus narnavirus 1,Europa,2018.0,1
Aedes notoscriptus flavivirus,Oceans and Seas,2018.0,1
Aedes notoscriptus flavivirus,Oceans and Seas,2019.0,1
Aedes permutotetra-like virus 1,South America,2017.0,1
Aedes permutotetra-like virus 2,South America,2017.0,2
Aedes phasmavirus,Asia,2017.0,3
Aedes phasmavirus,Asia,2018.0,24
Aedes pseudoscutellaris reovirus,Africa,2015.0,9
Aedes pseudoscutellaris reovirus,Africa,2018.0,6
Aedes rhabdo-like virus,South America,2016.0,1
Aedes sobemo-like virus,South America,2017.0,2
Aedes sollicitans nucleopolyhedrovirus,North America,1969.0,2
Aedes taeniorhynchus narnavirus,North America,2016.0,1
Aedes vexans densovirus,Europa,2019.0,1
Aedes vexans iflavirus,Africa,2015.0,1
Aedes vexans iflavirus,Africa,2017.0,1
Aegithalos caudatus CRESS-DNA-virus sp.,Asia,2018.0,1
Aegithalos caudatus Genomoviridae sp.,Asia,2018.0,3
Aegithalos caudatus ambidensovirus,Asia,2018.0,1
Aegithalos caudatus parvoviridae sp.,Asia,2018.0,6
Aeonium ringspot virus,Europa,2011.0,4
Aeribacillus virus AP45,Europa,2009.0,2
Aerococcus phage vB_AviM_AVP,Asia,2017.0,1
Aeromonas phage 13AhydR10PP,Europa,2013.0,1
Aeromonas phage 14AhydR10PP,Europa,2013.0,1
Aeromonas phage 2_D05,Asia,2016.0,2
Aeromonas phage 4_4512,Asia,2016.0,1
Aeromonas phage 4_D05,Asia,2016.0,2
Aeromonas phage 4_L372X,Asia,2016.0,1
Aeromonas phage 50AhydR13PP,Europa,2013.0,2
Aeromonas phage 60AhydR15PP,Europa,2013.0,2
Aeromonas phage 62AhydR11PP,Europa,2013.0,1
Aeromonas phage 85AhydR10PP,Europa,2013.0,1
Aeromonas phage AP1,Asia,2019.0,1
Aeromonas phage AVP1,Asia,2020.0,1
Aeromonas phage AhFM11,Asia,2019.0,1
Aeromonas phage AhyVDH1,Asia,2018.0,1
Aeromonas phage AsFcp_1,Asia,2016.0,1
Aeromonas phage AsSzw2,Asia,2016.0,1
Aeromonas phage Aszh-1,Asia,2016.0,1
Aeromonas phage Atoyac1,North America,2016.0,1
Aeromonas phage Atoyac10,North America,2016.0,1
Aeromonas phage Atoyac13,North America,2016.0,1
Aeromonas phage Atoyac14,North America,2016.0,1
Aeromonas phage Atoyac15,North America,2016.0,1
Aeromonas phage Atoyac23,North America,2016.0,1
Aeromonas phage CF8,Asia,2017.0,1
Aeromonas phage D3,Asia,2018.0,1
Aeromonas phage D6,Asia,2018.0,1
Aeromonas phage D9,Asia,2018.0,1
Aeromonas phage HJG,Asia,2018.0,1
Aeromonas phage JELG-KS1,Europa,2021.0,1
Aeromonas phage LAh1,Oceans and Seas,2017.0,1
Aeromonas phage LAh10,Oceans and Seas,2018.0,1
Aeromonas phage LAh2,Oceans and Seas,2017.0,1
Aeromonas phage LAh3,Oceans and Seas,2017.0,1
Aeromonas phage LAh4,Oceans and Seas,2018.0,1
Aeromonas phage LAh5,Oceans and Seas,2017.0,1
Aeromonas phage LAh_7,Oceans and Seas,2018.0,2
Aeromonas phage MBa-2020a,North America,2013.0,1
Aeromonas phage MJG,Asia,2018.0,1
Aeromonas phage P2,Asia,2019.0,1
Aeromonas phage P5,Asia,2019.0,1
Aeromonas phage PAS-1,Asia,2009.0,7
Aeromonas phage PS,Asia,2020.0,1
Aeromonas phage PS1,Asia,2018.0,1
Aeromonas phage PS2,Asia,2018.0,1
Aeromonas phage PVN02,Asia,2019.0,1
Aeromonas phage PVN03,Asia,2020.0,1
Aeromonas phage PVN04,Asia,2020.0,1
Aeromonas phage PVN05,Asia,2020.0,1
Aeromonas phage PZL-Ah1,Asia,2020.0,1
Aeromonas phage PZL-Ah152,Asia,2021.0,1
Aeromonas phage PZL-Ah8,Asia,2021.0,1
Aeromonas phage V46,Europa,2008.0,1
Aeromonas phage VTCCBPA5,Asia,2014.0,1
Aeromonas phage ZPAH14,Asia,2018.0,1
Aeromonas phage ZPAH34,Asia,2018.0,1
Aeromonas phage asfd_1h,Asia,2017.0,1
Aeromonas phage pAh6.2TG,Asia,2017.0,1
Aeromonas phage vB_ AhaP_PT2,Asia,2021.0,1
Aeromonas phage vB_AehM_10AA,Asia,2019.0,1
Aeromonas phage vB_AehM_10AB,Asia,2019.0,1
Aeromonas phage vB_AehM_10BA,Asia,2019.0,1
Aeromonas phage vB_AehM_2AB,Asia,2019.0,1
Aeromonas phage vB_AehM_2AC,Asia,2019.0,1
Aeromonas phage vB_AehM_2BA,Asia,2019.0,1
Aeromonas phage vB_AehM_ALAS,Asia,2018.0,1
Aeromonas phage vB_AehM_B614,Asia,2017.0,1
Aeromonas phage vB_AehM_DM1,North America,2015.0,1
Aeromonas phage vB_AehM_DM10-HWA,Asia,2015.0,1
Aeromonas phage vB_AehM_DM12-TAAL,Asia,2015.0,1
Aeromonas phage vB_AehM_DM14-QBC,Asia,2015.0,1
Aeromonas phage vB_AehM_DM2,North America,2015.0,1
Aeromonas phage vB_AehM_DM3,North America,2015.0,1
Aeromonas phage vB_AehM_DM4,North America,2015.0,1
Aeromonas phage vB_AehM_DM5,North America,2015.0,1
Aeromonas phage vB_AehM_DM6,North America,2015.0,1
Aeromonas phage vB_AehM_DM7-IJDJ,Asia,2015.0,1
Aeromonas phage vB_AehM_DM9-HANS,Asia,2015.0,1
Aeromonas phage vB_AehM_JB3,Asia,2018.0,1
Aeromonas phage vB_AehM_JB4,Asia,2018.0,1
Aeromonas phage vB_AehM_JB6,Asia,2018.0,1
Aeromonas phage vB_AehM_SL1,Asia,2019.0,1
Aeromonas phage vB_AehM_SP1,Asia,2019.0,1
Aeromonas phage vB_AehM_SP4,Asia,2019.0,1
Aeromonas phage vB_AehM_SP5,Asia,2019.0,1
Aeromonas phage vB_AehM_TRAC18,Asia,2018.0,1
Aeromonas phage vB_AehM_UP87,Asia,2014.0,1
Aeromonas phage vB_AsM_ZHF,Asia,2020.0,1
Aeromonas phage vB_AspA_Bolek,Europa,2018.0,1
Aeromonas phage vB_AspA_Lolek,Europa,2018.0,1
Aeromonas phage vB_AspA_Tola,Europa,2018.0,1
Aeromonas phage vB_AveS_KLEA5,Europa,2019.0,1
Aeromonas virus 25AhydR2PP,Europa,2013.0,2
Aeromonas virus 2L372D,Asia,2016.0,2
Aeromonas virus 2L372X,Asia,2016.0,2
Aeromonas virus 4-4572,Asia,2016.0,2
Aeromonas virus 4L372D,Asia,2016.0,2
Aeromonas virus 4L372XY,Asia,2016.0,2
Aeromonas virus 56,Europa,1970.0,2
Aeromonas virus A8-29,Asia,2013.0,2
Aeromonas virus AS7,Asia,2010.0,2
Aeromonas virus CF7,Asia,2017.0,2
Aeromonas virus LAh6,Oceans and Seas,2018.0,2
Aeromonas virus LAh8,Oceans and Seas,2018.0,2
Aeromonas virus LAh9,Oceans and Seas,2018.0,2
Aeromonas virus pAh6C,Asia,2010.0,2
Aeropyrum coil-shaped virus,Asia,2008.0,2
Aeropyrum globular virus 1,Asia,2015.0,2
Aeropyrum pernix bacilliform virus 1,Asia,2005.0,2
Aershan mammarenavirus,Asia,2001.0,1
Aesopia cornuta ranavirus,Asia,2012.0,2
Aethomys kaiseri betaherpesvirus,Africa,2016.0,2
Afonbuvirus coli,Europa,2015.0,1
Afonbuvirus intestinihominis,Europa,2015.0,1
African cassava mosaic Burkina Faso virus,Africa,2008.0,7
African cassava mosaic virus,Africa,1928.0,2
African cassava mosaic virus,Africa,1994.0,2
African cassava mosaic virus,Africa,1998.0,2
African cassava mosaic virus,Africa,2000.0,3
African cassava mosaic virus,Africa,2003.0,2
African cassava mosaic virus,Africa,2004.0,33
African cassava mosaic virus,Africa,2005.0,6
African cassava mosaic virus,Africa,2006.0,175
African cassava mosaic virus,Africa,2007.0,258
African cassava mosaic virus,Africa,2008.0,81
African cassava mosaic virus,Africa,2009.0,92
African cassava mosaic virus,Africa,2010.0,9
African cassava mosaic virus,Africa,2011.0,21
African cassava mosaic virus,Africa,2012.0,49
African cassava mosaic virus,Africa,2013.0,163
African cassava mosaic virus,Africa,2014.0,77
African cassava mosaic virus,Africa,2015.0,68
African cassava mosaic virus,Africa,2016.0,8
African cassava mosaic virus,Africa,2017.0,43
African cassava mosaic virus,Africa,2018.0,4
African cassava mosaic virus,Africa,2021.0,17
African cassava mosaic virus,Asia,2006.0,2
African cassava mosaic virus,Asia,2008.0,7
African cassava mosaic virus,North America,2010.0,1
African cichlid hepadnavirus,Africa,2011.0,1
African cichlid nackednavirus,Africa,2009.0,1
African eggplant mosaic virus,Africa,2013.0,2
African eggplant yellowing virus,Africa,2009.0,3
African eggplant yellowing virus,Africa,2014.0,1
African eggplant-associated virus,North America,2018.0,2
African green monkey polyomavirus,North America,1997.0,1
African horse sickness virus,Africa,1933.0,10
African horse sickness virus,Africa,1936.0,10
African horse sickness virus,Africa,1938.0,10
African horse sickness virus,Africa,1940.0,10
African horse sickness virus,Africa,1952.0,10
African horse sickness virus,Africa,1960.0,10
African horse sickness virus,Africa,1961.0,90
African horse sickness virus,Africa,1962.0,270
African horse sickness virus,Africa,1963.0,60
African horse sickness virus,Africa,1975.0,40
African horse sickness virus,Africa,1981.0,20
African horse sickness virus,Africa,1986.0,10
African horse sickness virus,Africa,1988.0,3
African horse sickness virus,Africa,1990.0,10
African horse sickness virus,Africa,1996.0,10
African horse sickness virus,Africa,1998.0,160
African horse sickness virus,Africa,1999.0,60
African horse sickness virus,Africa,2000.0,109
African horse sickness virus,Africa,2001.0,80
African horse sickness virus,Africa,2002.0,40
African horse sickness virus,Africa,2003.0,40
African horse sickness virus,Africa,2004.0,277
African horse sickness virus,Africa,2005.0,108
African horse sickness virus,Africa,2006.0,31
African horse sickness virus,Africa,2007.0,30
African horse sickness virus,Africa,2008.0,60
African horse sickness virus,Africa,2009.0,80
African horse sickness virus,Africa,2010.0,40
African horse sickness virus,Africa,2011.0,181
African horse sickness virus,Africa,2012.0,70
African horse sickness virus,Africa,2013.0,26
African horse sickness virus,Africa,2014.0,254
African horse sickness virus,Africa,2015.0,12
African horse sickness virus,Africa,2016.0,40
African horse sickness virus,Africa,2017.0,10
African horse sickness virus,Africa,2018.0,20
African horse sickness virus,Asia,1959.0,4
African horse sickness virus,Asia,1971.0,2
African horse sickness virus,Asia,2020.0,38
African pygmy hedgehog adenovirus 1,Asia,2018.0,1
African pygmy hedgehog adenovirus 1,Asia,2019.0,3
African swine fever virus,Africa,1949.0,7
African swine fever virus,Africa,1954.0,1
African swine fever virus,Africa,1957.0,1
African swine fever virus,Africa,1959.0,20
African swine fever virus,Africa,1960.0,5
African swine fever virus,Africa,1961.0,6
African swine fever virus,Africa,1963.0,2
African swine fever virus,Africa,1964.0,4
African swine fever virus,Africa,1967.0,2
African swine fever virus,Africa,1972.0,2
African swine fever virus,Africa,1974.0,2
African swine fever virus,Africa,1975.0,2
African swine fever virus,Africa,1977.0,6
African swine fever virus,Africa,1978.0,21
African swine fever virus,Africa,1979.0,15
African swine fever virus,Africa,1980.0,6
African swine fever virus,Africa,1981.0,18
African swine fever virus,Africa,1982.0,12
African swine fever virus,Africa,1983.0,28
African swine fever virus,Africa,1984.0,7
African swine fever virus,Africa,1985.0,11
African swine fever virus,Africa,1986.0,20
African swine fever virus,Africa,1987.0,8
African swine fever virus,Africa,1988.0,15
African swine fever virus,Africa,1989.0,35
African swine fever virus,Africa,1990.0,24
African swine fever virus,Africa,1991.0,6
African swine fever virus,Africa,1992.0,9
African swine fever virus,Africa,1993.0,1
African swine fever virus,Africa,1994.0,2
African swine fever virus,Africa,1995.0,7
African swine fever virus,Africa,1996.0,5
African swine fever virus,Africa,1997.0,21
African swine fever virus,Africa,1998.0,21
African swine fever virus,Africa,1999.0,16
African swine fever virus,Africa,2000.0,8
African swine fever virus,Africa,2001.0,54
African swine fever virus,Africa,2002.0,43
African swine fever virus,Africa,2003.0,47
African swine fever virus,Africa,2004.0,25
African swine fever virus,Africa,2005.0,128
African swine fever virus,Africa,2006.0,67
African swine fever virus,Africa,2007.0,79
African swine fever virus,Africa,2008.0,136
African swine fever virus,Africa,2009.0,108
African swine fever virus,Africa,2010.0,194
African swine fever virus,Africa,2011.0,139
African swine fever virus,Africa,2012.0,132
African swine fever virus,Africa,2013.0,181
African swine fever virus,Africa,2014.0,85
African swine fever virus,Africa,2015.0,121
African swine fever virus,Africa,2016.0,54
African swine fever virus,Africa,2017.0,93
African swine fever virus,Africa,2018.0,192
African swine fever virus,Africa,2019.0,75
African swine fever virus,Africa,2020.0,485
African swine fever virus,Africa,2021.0,6
African swine fever virus,Asia,2007.0,11
African swine fever virus,Asia,2008.0,10
African swine fever virus,Asia,2009.0,1
African swine fever virus,Asia,2018.0,41
African swine fever virus,Asia,2019.0,613
African swine fever virus,Asia,2020.0,919
African swine fever virus,Asia,2021.0,229
African swine fever virus,Asia,2022.0,16
African swine fever virus,Europa,1957.0,8
African swine fever virus,Europa,1960.0,5
African swine fever virus,Europa,1961.0,6
African swine fever virus,Europa,1962.0,4
African swine fever virus,Europa,1964.0,7
African swine fever virus,Europa,1968.0,7
African swine fever virus,Europa,1969.0,2
African swine fever virus,Europa,1970.0,2
African swine fever virus,Europa,1971.0,6
African swine fever virus,Europa,1973.0,3
African swine fever virus,Europa,1974.0,2
African swine fever virus,Europa,1975.0,1
African swine fever virus,Europa,1976.0,1
African swine fever virus,Europa,1977.0,2
African swine fever virus,Europa,1978.0,12
African swine fever virus,Europa,1979.0,3
African swine fever virus,Europa,1980.0,4
African swine fever virus,Europa,1981.0,7
African swine fever virus,Europa,1982.0,2
African swine fever virus,Europa,1984.0,5
African swine fever virus,Europa,1985.0,13
African swine fever virus,Europa,1986.0,4
African swine fever virus,Europa,1988.0,11
African swine fever virus,Europa,1990.0,10
African swine fever virus,Europa,1991.0,9
African swine fever virus,Europa,1993.0,6
African swine fever virus,Europa,1994.0,2
African swine fever virus,Europa,1995.0,7
African swine fever virus,Europa,1996.0,2
African swine fever virus,Europa,1997.0,6
African swine fever virus,Europa,1998.0,5
African swine fever virus,Europa,1999.0,4
African swine fever virus,Europa,2002.0,7
African swine fever virus,Europa,2004.0,18
African swine fever virus,Europa,2005.0,16
African swine fever virus,Europa,2007.0,12
African swine fever virus,Europa,2008.0,52
African swine fever virus,Europa,2009.0,22
African swine fever virus,Europa,2010.0,5
African swine fever virus,Europa,2011.0,12
African swine fever virus,Europa,2012.0,45
African swine fever virus,Europa,2013.0,33
African swine fever virus,Europa,2014.0,83
African swine fever virus,Europa,2015.0,39
African swine fever virus,Europa,2016.0,26
African swine fever virus,Europa,2017.0,65
African swine fever virus,Europa,2018.0,69
African swine fever virus,Europa,2019.0,44
African swine fever virus,Europa,2020.0,576
African swine fever virus,Europa,2021.0,70
African swine fever virus,Europa,2022.0,4
African swine fever virus,North America,1971.0,1
African swine fever virus,North America,1978.0,2
African swine fever virus,North America,1980.0,2
African swine fever virus,North America,1981.0,2
African swine fever virus,South America,1978.0,2
African swine fever virus,South America,1979.0,3
African termite bidnaparvovirus,Africa,2012.0,1
Agama adenovirus 1 REM-2013,Europa,2010.0,1
Agamid adenovirus 1,Asia,2017.0,2
Agamid adenovirus 1,Europa,2006.0,5
Agamid adenovirus 1,North America,2005.0,2
Agamid adenovirus 1,North America,2006.0,15
Agamid adenovirus 1,Oceans and Seas,2017.0,4
Agamid atadenovirus Ben,Europa,2008.0,3
Agapanthus carlavirus B,Africa,2019.0,1
Agapanthus tungrovirus,Africa,2019.0,10
Agapanthus velarivirus,Africa,2019.0,10
Agapanthus virus A,Africa,2019.0,2
Agaricus bisporus alphaendornavirus 1,Europa,2002.0,2
Agaricus bisporus mitovirus 1,Europa,2000.0,1
Agaricus bisporus spherical virus,Asia,2008.0,1
Agaricus bisporus spherical virus,Europa,2011.0,1
Agaricus bisporus virus 10,Europa,2011.0,1
Agaricus bisporus virus 11,Europa,2011.0,1
Agaricus bisporus virus 12,Europa,2011.0,1
Agaricus bisporus virus 13,Europa,2011.0,1
Agaricus bisporus virus 14,Europa,2011.0,1
Agaricus bisporus virus 15,Europa,2011.0,1
Agaricus bisporus virus 16,Europa,2011.0,4
Agaricus bisporus virus 2,Europa,2011.0,3
Agaricus bisporus virus 3,Europa,2011.0,1
Agaricus bisporus virus 5,Europa,2011.0,1
Agaricus bisporus virus 6,Asia,2022.0,1
Agaricus bisporus virus 6,Europa,2002.0,1
Agaricus bisporus virus 6,Europa,2011.0,2
Agaricus bisporus virus 7,Europa,2011.0,1
Agaricus bisporus virus 8,Europa,2002.0,1
Agaricus bisporus virus 9,Europa,2011.0,1
Agassiz Rock virus,Europa,2011.0,1
Agave badnavirus A,North America,2015.0,1
Agave tequilana agavirus,North America,2012.0,1
Agave tequilana leaf virus,North America,2016.0,2
Agave virus T,North America,2012.0,1
Agave vitivirus A,North America,2015.0,1
Agave-associated rhabdovirus A,North America,2012.0,1
Ageratum conyzoides associated symptomless alphasatellite,Asia,2006.0,1
Ageratum conyzoides associated symptomless alphasatellite,Asia,2012.0,6
Ageratum conyzoides associated symptomless alphasatellite,Asia,2013.0,1
Ageratum conyzoides symptomless alphasatellite,Asia,2013.0,1
Ageratum conyzoides symptomless alphasatellite,Asia,2014.0,2
Ageratum conyzoides symptomless alphasatellite,Asia,2015.0,3
Ageratum conyzoides symptomless alphasatellite,Asia,2018.0,8
Ageratum enation alphasatellite,Asia,2012.0,2
Ageratum enation alphasatellite,Asia,2013.0,14
Ageratum enation alphasatellite,Asia,2014.0,1
Ageratum enation alphasatellite,Asia,2015.0,1
Ageratum enation alphasatellite,Asia,2016.0,9
Ageratum enation alphasatellite,Asia,2017.0,3
Ageratum enation alphasatellite,Asia,2019.0,1
Ageratum enation alphasatellite,Asia,2021.0,5
Ageratum enation virus,Asia,2006.0,2
Ageratum enation virus,Asia,2007.0,1
Ageratum enation virus,Asia,2008.0,4
Ageratum enation virus,Asia,2009.0,3
Ageratum enation virus,Asia,2010.0,10
Ageratum enation virus,Asia,2011.0,9
Ageratum enation virus,Asia,2012.0,10
Ageratum enation virus,Asia,2014.0,5
Ageratum enation virus,Asia,2015.0,2
Ageratum enation virus,Asia,2016.0,4
Ageratum enation virus,Asia,2018.0,1
Ageratum enation virus,Asia,2019.0,1
Ageratum enation virus,Asia,2020.0,1
Ageratum enation virus,Asia,2021.0,1
Ageratum latent virus,Oceans and Seas,1987.0,1
Ageratum latent virus,Oceans and Seas,2006.0,6
Ageratum latent virus,Oceans and Seas,2018.0,6
Ageratum leaf curl Cameroon alphasatellite,Africa,2008.0,4
Ageratum leaf curl Sichuan virus,Asia,2016.0,3
Ageratum leaf curl betasatellite,Asia,2011.0,2
Ageratum leaf curl betasatellite,Asia,2012.0,4
Ageratum leaf curl betasatellite,Asia,2014.0,3
Ageratum leaf curl betasatellite,Asia,2015.0,2
Ageratum leaf curl betasatellite,Asia,2020.0,1
Ageratum leaf curl virus,Asia,2006.0,1
Ageratum leaf curl virus,Asia,2010.0,1
Ageratum leaf curl virus,Asia,2012.0,2
Ageratum leaf curl virus,Asia,2015.0,1
Ageratum yellow leaf curl Pakistan alphasatellite,Asia,2017.0,3
Ageratum yellow leaf curl betasatellite,Asia,2005.0,1
Ageratum yellow leaf curl betasatellite,Asia,2006.0,1
Ageratum yellow leaf curl betasatellite,Asia,2010.0,3
Ageratum yellow leaf curl betasatellite,Asia,2011.0,11
Ageratum yellow leaf curl betasatellite,Asia,2012.0,1
Ageratum yellow leaf curl betasatellite,Asia,2013.0,2
Ageratum yellow vein China alphasatellite,Asia,2012.0,2
Ageratum yellow vein China betasatellite,Asia,2014.0,1
Ageratum yellow vein China betasatellite,Asia,2015.0,1
Ageratum yellow vein China betasatellite,Asia,2017.0,2
Ageratum yellow vein China betasatellite,Asia,2020.0,2
Ageratum yellow vein China virus,Asia,2011.0,5
Ageratum yellow vein China virus,Asia,2012.0,5
Ageratum yellow vein China virus,Asia,2013.0,2
Ageratum yellow vein China virus,Asia,2014.0,24
Ageratum yellow vein China virus,Asia,2016.0,6
Ageratum yellow vein China virus,Asia,2017.0,14
Ageratum yellow vein China virus,Asia,2019.0,3
Ageratum yellow vein Hualian virus,Asia,2000.0,3
Ageratum yellow vein Hualian virus,Asia,2003.0,2
Ageratum yellow vein India alphasatellite,Asia,2012.0,5
Ageratum yellow vein India alphasatellite,Asia,2013.0,3
Ageratum yellow vein India alphasatellite,Asia,2015.0,8
Ageratum yellow vein India alphasatellite,Asia,2016.0,5
Ageratum yellow vein India alphasatellite,Asia,2017.0,1
Ageratum yellow vein India alphasatellite,Asia,2018.0,1
