,Taxonomy,Isolation_Source,Count
1404,Mamastrovirus,spinal cord,2
1405,Mamastrovirus,"spleen, abdominal cavity",1
1406,Mamastrovirus,swab,4
1407,Mamastrovirus,tissue,17
1408,Mamastrovirus,tonsil,4
1409,Mamastrovirus,urine,25
1410,Mammarenavirus,amniotic fluid,1
1411,Mammarenavirus,blood,2246
1412,Mammarenavirus,"blood, kidney, abdominal cavity",8
1413,Mammarenavirus,"blood, liver, abdominal cavity",1
1414,Mammarenavirus,"blood, spleen, abdominal cavity",4
1415,Mammarenavirus,brain,27
1416,Mammarenavirus,cerebrospinal fluid,32
1417,Mammarenavirus,feces,33
1418,Mammarenavirus,"feces, abdominal cavity",4
1419,Mammarenavirus,kidney,46
1420,Mammarenavirus,"kidney, abdominal cavity",96
1421,Mammarenavirus,liver,4
1422,Mammarenavirus,"liver, abdominal cavity",20
1423,Mammarenavirus,lung,109
1424,Mammarenavirus,"lung, spleen, abdominal cavity",5
1425,Mammarenavirus,mammalian milk,2
1426,Mammarenavirus,oronasopharynx,1
1427,Mammarenavirus,"saliva, oronasopharynx",4
1428,Mammarenavirus,sperm,8
1429,Mammarenavirus,spleen,2
1430,Mammarenavirus,"spleen, abdominal cavity",35
1431,Mammarenavirus,"spleen, liver, abdominal cavity",20
1432,Mammarenavirus,tissue,55
1433,Mammarenavirus,urine,7
1434,Mapvirus,feces,146
1435,Marafivirus,plant leaf,111
1436,Marafivirus,plant root,10
1437,Marafivirus,plant stem,2
1438,Marburgvirus,blood,133
1439,Marburgvirus,feces,7
1440,Marburgvirus,"liver, abdominal cavity",1
1441,Marburgvirus,oronasopharynx,35
1442,Marburgvirus,"oronasopharynx, blood",7
1443,Mardivirus,blood,17
1444,Mardivirus,brain,18
1445,Mardivirus,embryo,1
1446,Mardivirus,feather,11
1447,Mardivirus,feces,1
1448,Mardivirus,"feces, abdominal cavity",2
1449,Mardivirus,"feces, abdominal cavity, heart, lung",2
1450,Mardivirus,liver,2
1451,Mardivirus,"liver, abdominal cavity",34
1452,Mardivirus,"liver, abdominal cavity, heart, spleen, abdominal cavity",10
1453,Mardivirus,lung,1
1454,Mardivirus,oronasopharynx,19
1455,Mardivirus,skin,5
1456,Mardivirus,"spleen, abdominal cavity",10
1457,Mardivirus,"spleen, liver, abdominal cavity",17
1458,Marseillevirus,blood,1
1459,Marseillevirus,feces,5
1460,Marseillevirus,larva,478
1461,Mastadenovirus,abdominal cavity,127
1462,Mastadenovirus,animal tissues,47
1463,Mastadenovirus,blood,105
1464,Mastadenovirus,"blood, feces",2
1465,Mastadenovirus,bone,2
1466,Mastadenovirus,brain,6
1467,Mastadenovirus,"brain, spleen, abdominal cavity, lymph",1
1468,Mastadenovirus,cerebrospinal fluid,5
1469,Mastadenovirus,cervix,56
1470,Mastadenovirus,eye,1075
1471,Mastadenovirus,feces,8981
1472,Mastadenovirus,"feces, abdominal cavity",19
1473,Mastadenovirus,"feces, blood",2
1474,Mastadenovirus,heart,2
1475,Mastadenovirus,"kidney, abdominal cavity",26
1476,Mastadenovirus,"kidney, abdominal cavity, feces, abdominal cavity, brain, lung",1
1477,Mastadenovirus,liver,30
1478,Mastadenovirus,"liver, abdominal cavity",167
1479,Mastadenovirus,"liver, kidney",60
1480,Mastadenovirus,"liver, spleen",49
1481,Mastadenovirus,lung,417
1482,Mastadenovirus,"lung, oronasopharynx",21
1483,Mastadenovirus,lymph,9
1484,Mastadenovirus,oronasopharynx,8449
1485,Mastadenovirus,"oronasopharynx, feces",3
1486,Mastadenovirus,"spleen, abdominal cavity",74
1487,Mastadenovirus,"spleen, abdominal cavity, feces, abdominal cavity",1
1488,Mastadenovirus,swab,103
1489,Mastadenovirus,tissue,1
1490,Mastadenovirus,tongue,3
1491,Mastadenovirus,tonsil,39
1492,Mastadenovirus,urine,317
1493,Mastadenovirus,vagina,41
1494,Mastrevirus,fruit,8
1495,Mastrevirus,plant leaf,971
1496,Megalocytivirus,brain,4
1497,Megalocytivirus,"liver, abdominal cavity",140
1498,Megalocytivirus,muscle,2
1499,Megalocytivirus,"spleen, abdominal cavity",8
1500,Megalocytivirus,"spleen, abdominal cavity, kidney, abdominal cavity",2
1501,Megrivirus,cloaca,2
1502,Megrivirus,feces,57
1503,Megrivirus,"liver, abdominal cavity",3
1504,Metaavulavirus,allantoic fluid,92
1505,Metaavulavirus,egg,8
1506,Metaavulavirus,feces,274
1507,Metaavulavirus,lung,8
1508,Metaavulavirus,oronasopharynx,12
1509,Metaavulavirus,swab,23
1510,Metahepadnavirus,lip,12
1511,Metapneumovirus,lung,31
1512,Metapneumovirus,"lung, oronasopharynx",9
1513,Metapneumovirus,oronasopharynx,3152
1514,Metapneumovirus,"oronasopharynx, oronasopharynx",82
1515,Microvirus,lung,122
1516,Milvetsatellite,phloem,2
1517,Milvetsatellite,plant leaf,1
1518,Mimivirus,feces,5
1519,Minovirus,"kidney, spleen",4
1520,Mischivirus,feces,6
1521,Mischivirus,oronasopharynx,15
1522,Mitovirus,feces,4
1523,Mitovirus,fruiting body,2
1524,Mitovirus,mycelium,1
1525,Mitovirus,plant leaf,1
1526,Mivedwarsatellite,plant leaf,2
1527,Mivedwarsatellite,plant tissue,3
1528,Mobatvirus,"feces, abdominal cavity",5
1529,Mobatvirus,heart,5
1530,Mobatvirus,"kidney, abdominal cavity",128
1531,Mobatvirus,"liver, abdominal cavity",8
1532,Mobatvirus,lung,200
1533,Mobatvirus,"spleen, abdominal cavity",11
1534,Mobatvirus,tissue,2
1535,Molluscipoxvirus,skin,2455
1536,Molluscipoxvirus,"skin, lesion",1
1537,Molluscipoxvirus,swab,6
1538,Morbillivirus,abdominal cavity,52
1539,Morbillivirus,animal tissues,8
1540,Morbillivirus,"animal tissues, liver, abdominal cavity, lung",6
1541,Morbillivirus,blood,1038
1542,Morbillivirus,bone,10
1543,Morbillivirus,brain,444
1544,Morbillivirus,"brain, lung",4
1545,Morbillivirus,"brain, lung, lymph",3
1546,Morbillivirus,cell,478
1547,Morbillivirus,cerebrospinal fluid,10
1548,Morbillivirus,eye,89
1549,Morbillivirus,feces,175
1550,Morbillivirus,"feces, abdominal cavity",16
1551,Morbillivirus,fetus,46
1552,Morbillivirus,heart,21
1553,Morbillivirus,"kidney, abdominal cavity",50
1554,Morbillivirus,"kidney, spleen, abdominal cavity",1
1555,Morbillivirus,"liver, abdominal cavity",92
1556,Morbillivirus,"liver, abdominal cavity, lung",9
1557,Morbillivirus,lung,701
1558,Morbillivirus,"lung, abdominal cavity",8
1559,Morbillivirus,"lung, brain",1
1560,Morbillivirus,"lung, kidney, abdominal cavity, brain",1
1561,Morbillivirus,"lung, larynx, lymph, feces, abdominal cavity",1
1562,Morbillivirus,"lung, larynx, lymph, spleen, abdominal cavity",1
1563,Morbillivirus,"lung, spleen, abdominal cavity",3
1564,Morbillivirus,"lung, spleen, abdominal cavity, tonsil",1
1565,Morbillivirus,lymph,110
1566,Morbillivirus,"lymph, lung, spleen, abdominal cavity",5
1567,Morbillivirus,"lymph, spleen, abdominal cavity, lung",1
1568,Morbillivirus,muscle,4
1569,Morbillivirus,oronasopharynx,8205
1570,Morbillivirus,"oronasopharynx, blood",1
1571,Morbillivirus,"oronasopharynx, feces",1
1572,Morbillivirus,"oronasopharynx, urine",9
1573,Morbillivirus,placenta,4
1574,Morbillivirus,"saliva, oronasopharynx",21
1575,Morbillivirus,salvia,14
1576,Morbillivirus,skin,2
1577,Morbillivirus,spinal cord,7
1578,Morbillivirus,spleen,8
1579,Morbillivirus,"spleen, abdominal cavity",302
1580,Morbillivirus,swab,76
1581,Morbillivirus,tissue,640
1582,Morbillivirus,tongue,2
1583,Morbillivirus,tonsil,7
1584,Morbillivirus,urine,2608
1585,Morbillivirus,"urine, blood",7
1586,Morbillivirus,"urine, oronasopharynx",4
1587,Morbillivirus,"urine, oronasopharynx, blood",18
1588,Mosavirus,abdominal cavity,1
1589,Mosavirus,feces,9
1590,Mosigvirus,feces,124
1591,Mupivirus,feces,4
1592,Muromegalovirus,placenta,123
1593,Muscarsatellite,plant leaf,2
1594,Mustelpoxvirus,skin,2
1595,Nacovirus,"feces, abdominal cavity",4
1596,Nanovirus,phloem,2
1597,Nanovirus,plant leaf,148
1598,Nanovirus,plant tissue,200
1599,Narmovirus,kidney,14
1600,Narnavirus,pooled insects,1
1601,Nauglamirvirus,feces,2
1602,Nebovirus,feces,158
1603,Negevirus,pooled insects,3
1604,Nepovirus,feces,4
1605,Nepovirus,flower,9
1606,Nepovirus,phloem,12
1607,Nepovirus,plant leaf,525
1608,Nepovirus,plant stem,46
1609,Nezavisimistyvirus,plant leaf,290
1610,Nonagvirus,feces,662
1611,Nonagvirus,"feces, abdominal cavity",88
1612,Norovirus,abdominal cavity,9
1613,Norovirus,blood,28
1614,Norovirus,brain,49
1615,Norovirus,cecum,1
1616,Norovirus,feces,38739
1617,Norovirus,"feces, abdominal cavity",38
1618,Norovirus,"feces, feces",11
1619,Norovirus,"liver, abdominal cavity",1
1620,Norovirus,lymph,18
1621,Norovirus,oronasopharynx,5
1622,Norovirus,spleen,3
1623,Norovirus,swab,23
1624,Norovirus,tissue,2
1625,Norovirus,vomit,67
1626,Novirhabdovirus,"kidney, abdominal cavity",8
1627,Novirhabdovirus,"spleen, abdominal cavity",7
1628,Novirhabdovirus,"spleen, abdominal cavity, kidney, abdominal cavity",1
1629,Nucleorhabdovirus,plant leaf,57
1630,Nutorquevirus,blood,3
1631,Nyavirus,liver,6
1632,Nyavirus,pooled ticks,24
1633,Olivavirus,plant leaf,3
1634,Omegapapillomavirus,oronasopharynx,20
1635,Omegatetravirus,larva,32
1636,Omikronpapillomavirus,lesion,12
1637,Omikronpapillomavirus,skin,14
1638,Ophiovirus,phloem,1
1639,Ophiovirus,plant leaf,43
1640,Ophiovirus,plant seed,2
1641,Opunvirus,plant tissue,480
1642,Orbivirus,animal tissues,3
1643,Orbivirus,blood,6084
1644,Orbivirus,"blood, spleen",10
1645,Orbivirus,brain,16
1646,Orbivirus,"brain, liver, abdominal cavity, spleen, abdominal cavity",12
1647,Orbivirus,feces,7
1648,Orbivirus,fetus,90
1649,Orbivirus,"liver, abdominal cavity",10
1650,Orbivirus,lung,65
1651,Orbivirus,lymph,7
1652,Orbivirus,mammalian milk,2
1653,Orbivirus,placenta,15
1654,Orbivirus,pooled insects,39
1655,Orbivirus,"saliva, oronasopharynx",11
1656,Orbivirus,sperm,2
1657,Orbivirus,spleen,27
1658,Orbivirus,"spleen, abdominal cavity",382
1659,Orbivirus,"spleen, abdominal cavity, lung",10
1660,Orivirus,cloaca,1
1661,Orivirus,feces,1
1662,Orthoavulavirus,abdominal cavity,63
1663,Orthoavulavirus,"abdominal cavity, liver, abdominal cavity",1
1664,Orthoavulavirus,allantoic fluid,633
1665,Orthoavulavirus,animal tissues,8
1666,Orthoavulavirus,blood,41
1667,Orthoavulavirus,brain,105
1668,Orthoavulavirus,"brain, animal tissues",6
1669,Orthoavulavirus,"brain, lung",1
1670,Orthoavulavirus,"brain, lung, feces, abdominal cavity",4
1671,Orthoavulavirus,"brain, lung, spleen, abdominal cavity",1
1672,Orthoavulavirus,"brain, spleen, bursa",8
1673,Orthoavulavirus,bursa,5
1674,Orthoavulavirus,cloaca,158
1675,Orthoavulavirus,"cloaca, tonsil",1
1676,Orthoavulavirus,egg,74
1677,Orthoavulavirus,embryo,6
1678,Orthoavulavirus,feces,566
1679,Orthoavulavirus,"feces, abdominal cavity",24
1680,Orthoavulavirus,"feces, abdominal cavity, brain, spleen, abdominal cavity",1
1681,Orthoavulavirus,fetus,6
1682,Orthoavulavirus,"kidney, abdominal cavity",13
1683,Orthoavulavirus,"liver, abdominal cavity",16
1684,Orthoavulavirus,"liver, abdominal cavity, abdominal cavity, spleen, abdominal cavity, lung",2
1685,Orthoavulavirus,"liver, abdominal cavity, brain, feces, abdominal cavity",1
1686,Orthoavulavirus,"liver, abdominal cavity, brain, spleen, abdominal cavity",1
1687,Orthoavulavirus,"liver, abdominal cavity, lung",20
1688,Orthoavulavirus,"liver, abdominal cavity, spleen, abdominal cavity, lung",1
1689,Orthoavulavirus,lung,356
1690,Orthoavulavirus,"lung, feces, abdominal cavity",2
1691,Orthoavulavirus,"lung, lung",8
1692,Orthoavulavirus,"lung, lung, brain",1
1693,Orthoavulavirus,"lung, spleen, abdominal cavity",22
1694,Orthoavulavirus,oronasopharynx,498
1695,Orthoavulavirus,"spleen, abdominal cavity",38
1696,Orthoavulavirus,"spleen, abdominal cavity, brain, liver, abdominal cavity",2
1697,Orthoavulavirus,"spleen, abdominal cavity, feces, abdominal cavity",1
1698,Orthoavulavirus,"spleen, abdominal cavity, lung, brain",1
1699,Orthoavulavirus,"spleen, abdominal cavity, lung, liver, abdominal cavity",1
1700,Orthoavulavirus,swab,122
1701,Orthoavulavirus,tissue,18
1702,Orthoavulavirus,"tissue, spleen, abdominal cavity",3
1703,Orthobornavirus,abdominal cavity,37
1704,Orthobornavirus,blood,23
1705,Orthobornavirus,"blood, blood",9
1706,Orthobornavirus,"blood, feces",4
1707,Orthobornavirus,brain,565
1708,Orthobornavirus,"brain, abdominal cavity",11
1709,Orthobornavirus,cerebrospinal fluid,4
1710,Orthobornavirus,cloaca,1
1711,Orthobornavirus,feather,19
1712,Orthobornavirus,feces,218
1713,Orthobornavirus,"feces, abdominal cavity",1
1714,Orthobornavirus,"liver, abdominal cavity",1
1715,Orthobornavirus,"saliva, oronasopharynx",3
1716,Orthobornavirus,spinal cord,1
1717,Orthobornavirus,venom gland,1
1718,Orthobunyavirus,blood,435
1719,Orthobunyavirus,brain,295
1720,Orthobunyavirus,cerebrospinal fluid,12
1721,Orthobunyavirus,fetus,33
1722,Orthobunyavirus,"fetus, brain",7
1723,Orthobunyavirus,larva,2
1724,Orthobunyavirus,nerve,4
1725,Orthobunyavirus,placenta,52
1726,Orthobunyavirus,pooled insects,24
1727,Orthobunyavirus,pooled ticks,4
1728,Orthobunyavirus,"saliva, oronasopharynx",1
1729,Orthobunyavirus,spinal cord,7
1730,Orthobunyavirus,"spleen, abdominal cavity",2
1731,Orthobunyavirus,urine,8
1732,Orthohantavirus,abdominal cavity,2
1733,Orthohantavirus,animal tissues,2
1734,Orthohantavirus,blood,954
1735,Orthohantavirus,brain,14
1736,Orthohantavirus,cell,1
1737,Orthohantavirus,feces,20
1738,Orthohantavirus,heart,44
1739,Orthohantavirus,"kidney, abdominal cavity",239
1740,Orthohantavirus,"liver, abdominal cavity",125
1741,Orthohantavirus,"liver, abdominal cavity, lung",4
1742,Orthohantavirus,"liver, abdominal cavity, lung, brain",2
1743,Orthohantavirus,"liver, abdominal cavity, lung, kidney",12
1744,Orthohantavirus,"liver, abdominal cavity, lung, spleen, brain",1
1745,Orthohantavirus,lung,3234
1746,Orthohantavirus,"lung, heart",1
1747,Orthohantavirus,"lung, kidney, abdominal cavity",3
1748,Orthohantavirus,"lung, oronasopharynx",1
1749,Orthohantavirus,muscle,6
1750,Orthohantavirus,oronasopharynx,4
1751,Orthohantavirus,"oronasopharynx, feces, blood",2
1752,Orthohantavirus,"saliva, oronasopharynx",3
1753,Orthohantavirus,spleen,2
1754,Orthohantavirus,"spleen, abdominal cavity",79
1755,Orthohantavirus,"spleen, abdominal cavity, brain",1
1756,Orthohantavirus,"spleen, liver, abdominal cavity",12
1757,Orthohantavirus,tissue,120
1758,Orthohantavirus,urine,13
1759,Orthohepadnavirus,animal tissues,179
1760,Orthohepadnavirus,bile,7
1761,Orthohepadnavirus,blood,67506
1762,Orthohepadnavirus,"blood, liver",7
1763,Orthohepadnavirus,cerebrospinal fluid,4
1764,Orthohepadnavirus,feces,13
1765,Orthohepadnavirus,hair,15
1766,Orthohepadnavirus,lesion_tumor,195
1767,Orthohepadnavirus,liver,13
1768,Orthohepadnavirus,"liver, abdominal cavity",684
1769,Orthohepadnavirus,liver_tumor,352
1770,Orthohepadnavirus,lung,3
1771,Orthohepadnavirus,nail,27
1772,Orthohepadnavirus,spleen,12
1773,Orthohepadnavirus,"spleen, abdominal cavity",13
1774,Orthohepadnavirus,"spleen, liver, abdominal cavity",3
1775,Orthohepadnavirus,umbilical cord,15
1776,Orthohepevirus,abdominal cavity,5
1777,Orthohepevirus,bile,427
1778,Orthohepevirus,blood,8552
1779,Orthohepevirus,brain,2
1780,Orthohepevirus,cecum,2
1781,Orthohepevirus,cerebrospinal fluid,5
1782,Orthohepevirus,feces,2607
1783,Orthohepevirus,"feces, abdominal cavity",33
1784,Orthohepevirus,heart,1
1785,Orthohepevirus,"kidney, abdominal cavity",5
1786,Orthohepevirus,liver,81
1787,Orthohepevirus,"liver, abdominal cavity",1164
1788,Orthohepevirus,muscle,19
1789,Orthohepevirus,placenta,4
1790,Orthohepevirus,"saliva, oronasopharynx",3
1791,Orthohepevirus,sperm,37
1792,Orthohepevirus,"spleen, abdominal cavity",3
1793,Orthohepevirus,swab,1
1794,Orthohepevirus,tissue,3
1795,Orthohepevirus,urine,1
1796,Orthonairovirus,abdominal cavity,4
1797,Orthonairovirus,blood,2358
1798,Orthonairovirus,brain,3
1799,Orthonairovirus,feces,3
1800,Orthonairovirus,"liver, abdominal cavity",4
1801,Orthonairovirus,lung,13
1802,Orthonairovirus,oronasopharynx,4
1803,Orthonairovirus,pooled ticks,115
1804,Orthonairovirus,"spleen, abdominal cavity",25
1805,Orthophasmavirus,feces,1
1806,Orthopicobirnavirus,"lung, oronasopharynx",8
1807,Orthopneumovirus,blood,5
1808,Orthopneumovirus,cell,1
1809,Orthopneumovirus,feces,2
1810,Orthopneumovirus,lung,180
1811,Orthopneumovirus,"lung, oronasopharynx",80
1812,Orthopneumovirus,oronasopharynx,19995
1813,Orthopneumovirus,"oronasopharynx, oronasopharynx",15
1814,Orthopneumovirus,swab,6
1815,Orthopoxvirus,animal tissues,2
1816,Orthopoxvirus,blood,379
1817,Orthopoxvirus,eye,576
1818,Orthopoxvirus,feces,1784
1819,Orthopoxvirus,"feces, abdominal cavity",1
1820,Orthopoxvirus,heart,1
1821,Orthopoxvirus,"kidney, abdominal cavity",8
1822,Orthopoxvirus,lesion,7096
1823,Orthopoxvirus,lesion_tumor,7
1824,Orthopoxvirus,lung,7
1825,Orthopoxvirus,oronasopharynx,702
1826,Orthopoxvirus,placenta,1
1827,Orthopoxvirus,skin,1905
1828,Orthopoxvirus,"skin, lesion",5188
1829,Orthopoxvirus,"spleen, abdominal cavity",6
1830,Orthopoxvirus,swab,90299
1831,Orthopoxvirus,"swab, lesion",340
1832,Orthopoxvirus,"swab, skin, lesion",179
1833,Orthopoxvirus,tongue,1
1834,Orthoreovirus,abdominal cavity,56
1835,Orthoreovirus,animal tissues,2
1836,Orthoreovirus,articular cartilage,5
1837,Orthoreovirus,blood,365
1838,Orthoreovirus,brain,12
1839,Orthoreovirus,bursa,2
1840,Orthoreovirus,"bursa, liver, abdominal cavity, tendon",1
1841,Orthoreovirus,cecum,1
1842,Orthoreovirus,feces,733
1843,Orthoreovirus,"feces, abdominal cavity",58
1844,Orthoreovirus,gill,3
1845,Orthoreovirus,heart,244
1846,Orthoreovirus,"heart, liver, abdominal cavity, kidney, abdominal cavity, brain",418
1847,Orthoreovirus,"heart, liver, abdominal cavity, kidney, abdominal cavity, spleen, abdominal cavity",231
1848,Orthoreovirus,joint,12
1849,Orthoreovirus,kidney,2
1850,Orthoreovirus,"kidney, abdominal cavity",23
1851,Orthoreovirus,"kidney, abdominal cavity, tendon",2
1852,Orthoreovirus,liver,23
1853,Orthoreovirus,"liver, abdominal cavity",191
1854,Orthoreovirus,lung,21
1855,Orthoreovirus,"lung, abdominal cavity, tendon",1
1856,Orthoreovirus,"lung, tendon, feces, abdominal cavity, heart",1
1857,Orthoreovirus,"lung, tendon, heart, abdominal cavity",1
1858,Orthoreovirus,"lung, tendon, heart, feces, abdominal cavity",1
1859,Orthoreovirus,"spleen, abdominal cavity",74
1860,Orthoreovirus,"spleen, abdominal cavity, tendon, feces, abdominal cavity",1
1861,Orthoreovirus,synovial fluid,1
1862,Orthoreovirus,tendon,458
1863,Orthoreovirus,"tendon, heart",6
1864,Orthoreovirus,"tendon, heart, liver, abdominal cavity",1
1865,Orthoreovirus,"tendon, heart, lung, lung",2
1866,Orthoreovirus,"tendon, lung",1
1867,Orthoreovirus,"tendon, lung, lung, heart",1
1868,Orthoreovirus,"tendon, lung, lung, kidney, abdominal cavity",1
1869,Orthoreovirus,"tendon, pooled organs",2
1870,Orthoreovirus,tongue,1
1871,Orthoreovirus,urine,22
1872,Orthorubulavirus,abdominal cavity,7
1873,Orthorubulavirus,blood,28
1874,Orthorubulavirus,bone,40
1875,Orthorubulavirus,brain,100
1876,Orthorubulavirus,cerebrospinal fluid,55
1877,Orthorubulavirus,feces,5308
1878,Orthorubulavirus,fetus,30
1879,Orthorubulavirus,"liver, lung, kidney",6
1880,Orthorubulavirus,lung,80
1881,Orthorubulavirus,"lung, oronasopharynx",18
1882,Orthorubulavirus,oronasopharynx,2130
1883,Orthorubulavirus,"saliva, oronasopharynx",2432
1884,Orthorubulavirus,swab,6
1885,Orthorubulavirus,"swab, oronasopharynx",20
1886,Orthorubulavirus,tissue,2
1887,Orthorubulavirus,urine,335
1888,Orthotospovirus,cell,1
1889,Orthotospovirus,fruit,5
1890,Orthotospovirus,plant leaf,801
1891,Orthotospovirus,plant stem,4
1892,Orthotospovirus,plant tissue,2
1893,Orthotospovirus,tissue,1
1894,Oryzavirus,plant leaf,14
1895,Oslovirus,feces,79
1896,Oslovirus,shoot,158
1897,Ostreavirus,animal tissues,261
1898,Ostreavirus,gill,2
1899,Ostreavirus,larva,254
1900,Ourmiavirus,plant leaf,1
1901,Pahexavirus,feces,90
1902,Pahexavirus,salvia,154
1903,Pahexavirus,skin,2127
1904,Pankowvirus,feces,11
1905,Paraavulavirus,animal tissues,6
1906,Paraavulavirus,feces,9
1907,Paraavulavirus,"liver, abdominal cavity",1
1908,Paraavulavirus,swab,65
1909,Parapoxvirus,blood,2
1910,Parapoxvirus,epithelium,43
1911,Parapoxvirus,lesion,836
1912,Parapoxvirus,lesion_tumor,3
1913,Parapoxvirus,lip,23
1914,Parapoxvirus,"liver, abdominal cavity",1
1915,Parapoxvirus,oronasopharynx,151
1916,Parapoxvirus,skin,27
1917,Parapoxvirus,"skin, lesion",29
1918,Parapoxvirus,"spleen, abdominal cavity",1
1919,Parapoxvirus,swab,8
1920,Parapoxvirus,tissue,3
1921,Parapoxvirus,tonsil,260
1922,Pararubulavirus,blood,14
1923,Pararubulavirus,urine,22
1924,Parechovirus,blood,141
1925,Parechovirus,brain,2
1926,Parechovirus,cerebrospinal fluid,277
1927,Parechovirus,feces,2639
1928,Parechovirus,"feces, abdominal cavity",1
1929,Parechovirus,lung,2
1930,Parechovirus,oronasopharynx,221
1931,Parechovirus,swab,2
1932,Pasivirus,feces,35
1933,Pasivirus,"saliva, oronasopharynx",1
1934,Pasivirus,tonsil,1
1935,Paslahepevirus,blood,642
1936,Paslahepevirus,feces,110
1937,Paslahepevirus,liver,32
1938,Paslahepevirus,"liver, abdominal cavity",71
1939,Paslahepevirus,muscle,1
1940,Paslahepevirus,sperm,5
1941,Passerivirus,cloaca,2
1942,Pecluvirus,plant leaf,1
1943,Peduovirus,blood,220
1944,Pegivirus,blood,789
1945,Pegivirus,brain,4
1946,Pegivirus,cerebrospinal fluid,9
1947,Pegivirus,feces,1
1948,Pegivirus,"liver, abdominal cavity",5
1949,Pegivirus,lung,6
1950,Pegivirus,oronasopharynx,4
1951,Pelarspovirus,plant leaf,15
1952,Penstyldensovirus,abdominal cavity,2
1953,Penstyldensovirus,pleopod,18
1954,Penstyldensovirus,tissue,6
1955,Percavirus,animal tissues,1
1956,Percavirus,blood,922
1957,Percavirus,"feces, abdominal cavity",1
1958,Percavirus,fetus,1
1959,Percavirus,genitals,3
1960,Percavirus,"liver, abdominal cavity, lung",1
1961,Percavirus,"liver, abdominal cavity, lung, spleen, abdominal cavity",2
1962,Percavirus,lung,32
1963,Percavirus,lymph,258
1964,Percavirus,oronasopharynx,1168
1965,Percavirus,"spleen, abdominal cavity",3
1966,Perhabdovirus,larva,10
1967,Pestivirus,abdominal cavity,210
1968,Pestivirus,blood,1023
1969,Pestivirus,brain,245
1970,Pestivirus,"brain, lymph",1
1971,Pestivirus,feces,45
1972,Pestivirus,"feces, abdominal cavity",6
1973,Pestivirus,fetus,94
1974,Pestivirus,"fetus, brain",3
1975,Pestivirus,heart,4
1976,Pestivirus,kidney,7
1977,Pestivirus,"kidney, abdominal cavity",63
1978,Pestivirus,"liver, abdominal cavity",14
1979,Pestivirus,"liver, abdominal cavity, fetus",1
1980,Pestivirus,lung,25
1981,Pestivirus,"lung, lymph, spleen, abdominal cavity, kidney, abdominal cavity, tonsil",65
1982,Pestivirus,lymph,255
1983,Pestivirus,"lymph, spleen",2
1984,Pestivirus,"lymph, spleen, abdominal cavity",24
1985,Pestivirus,"lymph, spleen, kidney",1
1986,Pestivirus,oronasopharynx,12
1987,Pestivirus,ovary,1
1988,Pestivirus,placenta,1
1989,Pestivirus,"saliva, oronasopharynx",8
1990,Pestivirus,salivary gland,1
1991,Pestivirus,sperm,11
1992,Pestivirus,"spleen, abdominal cavity",200
1993,Pestivirus,"spleen, abdominal cavity, liver, abdominal cavity",1
1994,Pestivirus,"spleen, abdominal cavity, lung",4
1995,Pestivirus,"spleen, abdominal cavity, lymph",75
1996,Pestivirus,"spleen, liver, abdominal cavity",1
1997,Pestivirus,"spleen, lymph",133
1998,Pestivirus,tissue,16
1999,Pestivirus,tonsil,252
2000,Petsuvirus,plant leaf,294
2001,Phasivirus,abdominal cavity,3
2002,Phasivirus,pooled insects,3
2003,Phietavirus,blood,132
2004,Phipapillomavirus,skin,14
2005,Phlebovirus,blood,673
2006,Phlebovirus,brain,5
2007,Phlebovirus,cerebrospinal fluid,64
2008,Phlebovirus,feces,1
2009,Phlebovirus,fetus,28
2010,Phlebovirus,heart,5
2011,Phlebovirus,"kidney, abdominal cavity",1
2012,Phlebovirus,"liver, abdominal cavity",16
2013,Phlebovirus,lung,7
2014,Phlebovirus,sperm,4
2015,Phlebovirus,"spleen, abdominal cavity",11
2016,Phlebovirus,urine,6
2017,Picobirnavirus,cloaca,22
2018,Picobirnavirus,feces,2262
2019,Picobirnavirus,"feces, abdominal cavity",42
2020,Picobirnavirus,"lung, oronasopharynx",41
2021,Picobirnavirus,oronasopharynx,1
2022,Picobirnavirus,"saliva, oronasopharynx",2
2023,Pifdecavirus,muscle,45
2024,Pipapillomavirus,"ear, skin",21
2025,Pipapillomavirus,hair follicle,1
2026,Pipapillomavirus,lesion,28
2027,Pipapillomavirus,"lesion, oronasopharynx",6
2028,Pipapillomavirus,oronasopharynx,12
2029,Poacevirus,plant leaf,91
2030,Poecivirus,cloaca,23
2031,Polerovirus,feces,6
2032,Polerovirus,flower,6
2033,Polerovirus,fruit,19
2034,Polerovirus,plant leaf,1005
2035,Polerovirus,plant stem,6
2036,Pomovirus,plant leaf,27
2037,Pomovirus,plant root,15
2038,Pomovirus,plant stem,8
2039,Porprismacovirus,blood,15
2040,Porprismacovirus,feces,381
2041,Porprismacovirus,lung,12
2042,Posavirus,feces,74
2043,Posavirus,"saliva, oronasopharynx",2
2044,Potamipivirus,"feces, abdominal cavity",1
2045,Potexvirus,flower,5
2046,Potexvirus,fruit,8
2047,Potexvirus,plant leaf,243
2048,Potexvirus,plant seed,10
2049,Potyvirus,feces,6
2050,Potyvirus,flower,2
2051,Potyvirus,fruit,25
2052,Potyvirus,germplasm,1
2053,Potyvirus,plant leaf,3532
2054,Potyvirus,plant sap,3
2055,Potyvirus,plant seed,11
2056,Potyvirus,plant stem,5
2057,Potyvirus,tissue,5
