,Taxonomy,Isolation_Source,Count
540,Astrovirus AstV_Rat4,feces,1
541,Astrovirus BAstV/B122/HUN/2013,feces,1
542,Astrovirus BAstV/B14/HUN/2012,feces,1
543,Astrovirus BAstV/B23/HUN/2012,feces,1
544,Astrovirus BAstV/BS50/HUN/2013,feces,1
545,Astrovirus BAstV/Bb1/HUN/2013,feces,1
546,Astrovirus BAstV/M24/HUN/2012,feces,1
547,Astrovirus BAstV/M44/HUN/2013,feces,1
548,Astrovirus BAstV/V9/HUN/2013,feces,1
549,Astrovirus BatAstV M.bech/GER,feces,7
550,Astrovirus BatAstV M.daub/GER,feces,15
551,Astrovirus BatAstV M.nat/GER,feces,12
552,Astrovirus BatAstV P.aur/GER,feces,1
553,Astrovirus Er/BMTK529/HUN/2011,feces,1
554,Astrovirus Er/SZAL6/HUN/2011,feces,6
555,Astrovirus GAB 438,feces,1
556,Astrovirus MLB1,feces,74
557,Astrovirus MLB2,blood,4
558,Astrovirus MLB2,feces,20
559,Astrovirus MLB3,feces,6
560,Astrovirus Mnd-139,feces,1
561,Astrovirus Mnd-27,feces,1
562,Astrovirus Mnd-36,feces,1
563,Astrovirus PREDICT MAstV-111,feces,2
564,Astrovirus PREDICT MAstV-112,feces,1
565,Astrovirus PREDICT MAstV-113,feces,1
566,Astrovirus PREDICT MAstV-117,feces,1
567,Astrovirus PREDICT MAstV-118,feces,1
568,Astrovirus PREDICT MAstV-122,feces,6
569,Astrovirus PREDICT MAstV-125,feces,10
570,Astrovirus PREDICT MAstV-126,feces,4
571,Astrovirus PREDICT MAstV-127,feces,1
572,Astrovirus PREDICT MAstV-128,feces,1
573,Astrovirus PREDICT MAstV-137,feces,1
574,Astrovirus PREDICT_MAstV-135,feces,1
575,Astrovirus PgAstV-2,urine,1
576,Astrovirus PgAstV-3,urine,1
577,Astrovirus PgAstV-4,urine,1
578,Astrovirus PgAstV-7,urine,1
579,Astrovirus VA1/HMO-C,feces,1
580,Astrovirus VA3,feces,7
581,Astrovirus VA4,feces,6
582,Astrovirus VA5,feces,3
583,Astrovirus dogfaeces/Bari,feces,1
584,Astrovirus dogfaeces/Bari/2008,feces,2
585,Astrovirus rat/RS116/HKG/2007,feces,1
586,Astrovirus rat/RS118/HKG/2007,feces,3
587,Astrovirus rat/RS122/HKG/2007,feces,1
588,Astrovirus rat/RS126/HKG/2007,feces,3
589,Astrovirus rat/RS297/HKG/2008,feces,1
590,Astrovirus rat/RS299/HKG/2008,feces,1
591,Astrovirus sp.,abdominal cavity,36
592,Astrovirus sp.,"brain, liver, abdominal cavity",1
593,Astrovirus sp.,cecum,19
594,Astrovirus sp.,feces,56
595,Astrovirus sp.,"feces, abdominal cavity",30
596,Astrovirus wild boar/WBAstV-1/2011/HUN,feces,6
597,Astrovirus wild boar/WBAstV-1/2011/HUN,"saliva, oronasopharynx",5
598,Atadenovirus sp.,"kidney, abdominal cavity",2
599,Atadenovirus sp.,swab,3
600,Ateles paniscus lymphocryptovirus 1,lymph,2
601,Athtab bunya-like virus,muscle,6
602,Atlantic cod betanodavirus Ac06NorE,brain,2
603,Atlantic cod betanodavirus Ac06NorPm,brain,1
604,Atlantic cod betanodavirus Ac06NorPmA,brain,1
605,Atlantic cod betanodavirus Ac06NorPmB,brain,1
606,Atlantic cod betanodavirus Ac06NorPp,brain,1
607,Atlantic cod betanodavirus Ac06NorPpA,brain,1
608,Atlantic cod betanodavirus Ac06NorPpB,brain,1
609,Atlantic cod betanodavirus Ac06NorT,brain,2
610,Atlantic cod nodavirus,brain,1
611,Atlantic halibut reovirus,"liver, abdominal cavity",1
612,Aurora borealis virus,blood,2
613,Aurora borealis virus,brain,6
614,Australasian snapper hepatitis B virus,"liver, abdominal cavity",1
615,Australian bat lyssavirus,brain,11
616,Australian bat lyssavirus,cerebrospinal fluid,1
617,Autographa californica multiple nucleopolyhedrovirus,larva,2
618,Avastrovirus 1,abdominal cavity,5
619,Avastrovirus 1,feces,44
620,Avastrovirus 1,"feces, abdominal cavity",11
621,Avastrovirus 1,"spleen, abdominal cavity",2
622,Avastrovirus 2,abdominal cavity,16
623,Avastrovirus 2,cloaca,1
624,Avastrovirus 2,feces,16
625,Avastrovirus 2,"feces, abdominal cavity",15
626,Avastrovirus 2,"kidney, abdominal cavity",1
627,Avastrovirus 2,"liver, abdominal cavity",3
628,Avastrovirus 2,"spleen, abdominal cavity",6
629,Avastrovirus 3,abdominal cavity,4
630,Avastrovirus 3,cloaca,4
631,Avastrovirus 3,feces,26
632,Avastrovirus 3,"feces, abdominal cavity",19
633,Avastrovirus 3,"liver, abdominal cavity",6
634,Avastrovirus 3,"spleen, abdominal cavity",5
635,Avastrovirus sp.,feces,17
636,Aveparvovirus sp.,feces,27
637,Aves polyomavirus 1,feather,1
638,Aves polyomavirus 1,feces,1
639,Aves polyomavirus 1,"kidney, abdominal cavity",2
640,Aves polyomavirus 1,"liver, abdominal cavity",7
641,Aves polyomavirus 1,"spleen, abdominal cavity",1
642,Aves polyomavirus 1,tissue,18
643,Aviadenovirus sp.,feces,13
644,Aviadenovirus sp.,"kidney, abdominal cavity",3
645,Aviadenovirus sp.,"liver, abdominal cavity",2
646,Avian HDV-like agent,feces,2
647,Avian astrovirus,feces,25
648,Avian bornavirus,brain,2
649,Avian chapparvovirus,"brain, liver, abdominal cavity",2
650,Avian chapparvovirus,feces,3
651,Avian coronavirus,abdominal cavity,17
652,Avian coronavirus,allantoic fluid,564
653,Avian coronavirus,blood,5
654,Avian coronavirus,cloaca,60
655,Avian coronavirus,egg,12
656,Avian coronavirus,embryo,42
657,Avian coronavirus,"eye, lung",2
658,Avian coronavirus,feces,407
659,Avian coronavirus,"feces, abdominal cavity",87
660,Avian coronavirus,"feces, abdominal cavity, liver, kidney",4
661,Avian coronavirus,kidney,22
662,Avian coronavirus,"kidney, abdominal cavity",277
663,Avian coronavirus,"kidney, abdominal cavity, lung",2
664,Avian coronavirus,"kidney, abdominal cavity, lung, liver, abdominal cavity, lung",3
665,Avian coronavirus,"liver, abdominal cavity",8
666,Avian coronavirus,"liver, abdominal cavity, spleen, abdominal cavity, lung",7
667,Avian coronavirus,lung,500
668,Avian coronavirus,"lung, kidney",6
669,Avian coronavirus,"lung, lung",27
670,Avian coronavirus,"lung, lung, kidney, abdominal cavity",51
671,Avian coronavirus,oronasopharynx,127
672,Avian coronavirus,"oronasopharynx, cloaca",3
673,Avian coronavirus,"oronasopharynx, kidney",224
674,Avian coronavirus,tissue,9
675,Avian coronavirus,tonsil,10
676,Avian coronavirus,urine,2
677,Avian dependoparvovirus 1,abdominal cavity,2
678,Avian dependoparvovirus 1,feces,8
679,Avian gyrovirus 13,"spleen, abdominal cavity",2
680,Avian leukosis virus,blood,175
681,Avian leukosis virus,egg,6
682,Avian leukosis virus,embryo,3
683,Avian leukosis virus,feces,1
684,Avian leukosis virus,"kidney, abdominal cavity",6
685,Avian leukosis virus,lesion_tumor,15
686,Avian leukosis virus,liver,6
687,Avian leukosis virus,"liver, abdominal cavity",41
688,Avian leukosis virus,"liver, spleen",18
689,Avian leukosis virus,sperm,9
690,Avian leukosis virus,spleen,8
691,Avian leukosis virus,"spleen, abdominal cavity",7
692,Avian leukosis virus,"spleen, liver, abdominal cavity",33
693,Avian metaavulavirus 10,allantoic fluid,30
694,Avian metaavulavirus 14,feces,16
695,Avian metaavulavirus 15,oronasopharynx,12
696,Avian metaavulavirus 2,allantoic fluid,28
697,Avian metaavulavirus 2,lung,8
698,Avian metaavulavirus 20,feces,16
699,Avian metaavulavirus 21,allantoic fluid,34
700,Avian metaavulavirus 6,feces,125
701,Avian metaavulavirus 6,swab,23
702,Avian metaavulavirus 7,feces,2
703,Avian metaavulavirus 8,egg,8
704,Avian metaavulavirus 8,feces,38
705,Avian metapneumovirus,lung,24
706,Avian metapneumovirus,oronasopharynx,3
707,Avian nephritis virus,abdominal cavity,10
708,Avian nephritis virus,feces,86
709,Avian nephritis virus,"kidney, abdominal cavity",4
710,Avian nephritis virus 3,abdominal cavity,3
711,Avian nephritis virus 3,joint,1
712,Avian nephritis virus 3,lung,2
713,Avian nephritis virus 3,tendon,3
714,Avian orthoavulavirus 1,abdominal cavity,63
715,Avian orthoavulavirus 1,"abdominal cavity, liver, abdominal cavity",1
716,Avian orthoavulavirus 1,allantoic fluid,633
717,Avian orthoavulavirus 1,animal tissues,8
718,Avian orthoavulavirus 1,blood,41
719,Avian orthoavulavirus 1,brain,105
720,Avian orthoavulavirus 1,"brain, animal tissues",6
721,Avian orthoavulavirus 1,"brain, lung",1
722,Avian orthoavulavirus 1,"brain, lung, feces, abdominal cavity",4
723,Avian orthoavulavirus 1,"brain, lung, spleen, abdominal cavity",1
724,Avian orthoavulavirus 1,"brain, spleen, bursa",8
725,Avian orthoavulavirus 1,bursa,5
726,Avian orthoavulavirus 1,cloaca,158
727,Avian orthoavulavirus 1,"cloaca, tonsil",1
728,Avian orthoavulavirus 1,egg,74
729,Avian orthoavulavirus 1,embryo,6
730,Avian orthoavulavirus 1,feces,524
731,Avian orthoavulavirus 1,"feces, abdominal cavity",24
732,Avian orthoavulavirus 1,"feces, abdominal cavity, brain, spleen, abdominal cavity",1
733,Avian orthoavulavirus 1,fetus,6
734,Avian orthoavulavirus 1,"kidney, abdominal cavity",13
735,Avian orthoavulavirus 1,"liver, abdominal cavity",15
736,Avian orthoavulavirus 1,"liver, abdominal cavity, abdominal cavity, spleen, abdominal cavity, lung",2
737,Avian orthoavulavirus 1,"liver, abdominal cavity, brain, feces, abdominal cavity",1
738,Avian orthoavulavirus 1,"liver, abdominal cavity, brain, spleen, abdominal cavity",1
739,Avian orthoavulavirus 1,"liver, abdominal cavity, lung",20
740,Avian orthoavulavirus 1,"liver, abdominal cavity, spleen, abdominal cavity, lung",1
741,Avian orthoavulavirus 1,lung,356
742,Avian orthoavulavirus 1,"lung, feces, abdominal cavity",2
743,Avian orthoavulavirus 1,"lung, lung",8
744,Avian orthoavulavirus 1,"lung, lung, brain",1
745,Avian orthoavulavirus 1,"lung, spleen, abdominal cavity",22
746,Avian orthoavulavirus 1,oronasopharynx,498
747,Avian orthoavulavirus 1,"spleen, abdominal cavity",38
748,Avian orthoavulavirus 1,"spleen, abdominal cavity, brain, liver, abdominal cavity",2
749,Avian orthoavulavirus 1,"spleen, abdominal cavity, feces, abdominal cavity",1
750,Avian orthoavulavirus 1,"spleen, abdominal cavity, lung, brain",1
751,Avian orthoavulavirus 1,"spleen, abdominal cavity, lung, liver, abdominal cavity",1
752,Avian orthoavulavirus 1,swab,98
753,Avian orthoavulavirus 1,tissue,18
754,Avian orthoavulavirus 1,"tissue, spleen, abdominal cavity",3
755,Avian orthoavulavirus 12,swab,12
756,Avian orthoavulavirus 13,feces,12
757,Avian orthoavulavirus 16,feces,14
758,Avian orthoavulavirus 21,swab,12
759,Avian orthoreovirus,abdominal cavity,20
760,Avian orthoreovirus,articular cartilage,5
761,Avian orthoreovirus,bursa,2
762,Avian orthoreovirus,"bursa, liver, abdominal cavity, tendon",1
763,Avian orthoreovirus,cecum,1
764,Avian orthoreovirus,feces,163
765,Avian orthoreovirus,"feces, abdominal cavity",23
766,Avian orthoreovirus,heart,13
767,Avian orthoreovirus,joint,12
768,Avian orthoreovirus,kidney,2
769,Avian orthoreovirus,"kidney, abdominal cavity",1
770,Avian orthoreovirus,"kidney, abdominal cavity, tendon",2
771,Avian orthoreovirus,liver,13
772,Avian orthoreovirus,"liver, abdominal cavity",123
773,Avian orthoreovirus,"lung, abdominal cavity, tendon",1
774,Avian orthoreovirus,"lung, tendon, feces, abdominal cavity, heart",1
775,Avian orthoreovirus,"lung, tendon, heart, abdominal cavity",1
776,Avian orthoreovirus,"lung, tendon, heart, feces, abdominal cavity",1
777,Avian orthoreovirus,"spleen, abdominal cavity",52
778,Avian orthoreovirus,"spleen, abdominal cavity, tendon, feces, abdominal cavity",1
779,Avian orthoreovirus,synovial fluid,1
780,Avian orthoreovirus,tendon,458
781,Avian orthoreovirus,"tendon, heart",6
782,Avian orthoreovirus,"tendon, heart, liver, abdominal cavity",1
783,Avian orthoreovirus,"tendon, heart, lung, lung",2
784,Avian orthoreovirus,"tendon, lung",1
785,Avian orthoreovirus,"tendon, lung, lung, heart",1
786,Avian orthoreovirus,"tendon, lung, lung, kidney, abdominal cavity",1
787,Avian orthoreovirus,"tendon, pooled organs",2
788,Avian paraavulavirus 3,"liver, abdominal cavity",1
789,Avian paraavulavirus 4,animal tissues,6
790,Avian paraavulavirus 4,feces,9
791,Avian paraavulavirus 4,swab,65
792,Avian paramyxovirus penguin/Espirito Santo-Brazil/2008,cloaca,4
793,Avian picobirnavirus GI,feces,34
794,Avian polyomavirus,blood,3
795,Avian retrovirus,blood,100
796,Avihepatovirus A,embryo,4
797,Avihepatovirus A,liver,27
798,Avihepatovirus A,"liver, abdominal cavity",326
799,Avihepatovirus sp.,feces,1
800,Avihepevirus magniiecur,feces,3
801,Avipoxvirus 31239,"skin, lesion",1
802,Avipoxvirus HNPV/NZL/2002,lesion_tumor,1
803,Avipoxvirus MK1,"skin, lesion",1
804,Avipoxvirus MZ-2014,lesion_tumor,3
805,Avipoxvirus OL1,"skin, lesion",1
806,Avipoxvirus PAPV/NZL/2002,lesion_tumor,1
807,Avipoxvirus PCcPV1/NZL/2006,lesion_tumor,1
808,Avipoxvirus PCcPV2/NZL/2007,lesion_tumor,1
809,Avipoxvirus TNPV3/NZL/2007,lesion_tumor,1
810,Avipoxvirus TNPV6/NZL/2009,lesion_tumor,1
811,Avipoxvirus TPPV/NZL/2002,lesion_tumor,1
812,Avipoxvirus TVPV2/NZL/2008,lesion_tumor,1
813,Avipoxvirus ZLPV1/NZL/2007,lesion_tumor,1
814,Avipoxvirus isolate Alaska,lesion_tumor,4
815,Avipoxvirus isolate Argentina,lesion_tumor,2
816,Avipoxvirus isolate Arizona,lesion_tumor,6
817,Avipoxvirus isolate Belgium,lesion_tumor,2
818,Avipoxvirus isolate California,lesion_tumor,6
819,Avipoxvirus isolate Colorado,lung,2
820,Avipoxvirus isolate Florida,lesion_tumor,6
821,Avipoxvirus isolate Galapagos Islands,lesion_tumor,21
822,Avipoxvirus isolate Georgia,lesion_tumor,2
823,Avipoxvirus isolate Hawaii,lesion_tumor,4
824,Avipoxvirus isolate Hungary,lesion_tumor,28
825,Avipoxvirus isolate Illinois,lesion_tumor,4
826,Avipoxvirus isolate Maryland,lesion_tumor,6
827,Avipoxvirus isolate Midway Islands,lesion_tumor,2
828,Avipoxvirus isolate Minnesota,lesion_tumor,2
829,Avipoxvirus isolate Mississippi,lesion_tumor,2
830,Avipoxvirus isolate Montana,lesion_tumor,2
831,Avipoxvirus isolate New York,lesion_tumor,4
832,Avipoxvirus isolate Oregon,lesion_tumor,6
833,Avipoxvirus isolate Pennsylvania,lesion_tumor,2
834,Avipoxvirus isolate Sevilla,lesion_tumor,1
835,Avipoxvirus isolate Spain,lesion_tumor,16
836,Avipoxvirus isolate Texas,lesion_tumor,8
837,Avipoxvirus isolate Utah,lesion_tumor,4
838,Avipoxvirus isolate Washington,lesion_tumor,2
839,Avipoxvirus isolate Washington DC,lesion_tumor,2
840,Avipoxvirus isolate Wisconsin,lesion_tumor,24
841,Avipoxvirus isolate the Netherlands,lesion_tumor,2
842,Avipoxvirus penguin/AP/ARG/2007,"skin, lesion",1
843,Avipoxvirus sp.,lesion_tumor,7
844,Avipoxvirus sp.,skin,16
845,Avisivirus A,feces,5
846,Avisivirus Pf-CHK1/AsV,cloaca,2
847,Avisivirus sp.,feces,1
848,Avocet calicivirus,feces,2
849,Avocet megrivirus,feces,2
850,Avocet picornavirus,feces,1
851,Avocet picornavirus B,feces,3
852,Avulavirus sp.,"brain, liver, abdominal cavity",1
853,BAC cloning vector pYD-C29,urine,6
854,Babaco virus Q,plant leaf,10
855,Bacillus phage BC01,feces,239
856,Bacillus phage Wip4,abdominal cavity,3
857,Bacillus phage bg1,feces,1
858,Bacillus phage bg2,feces,1
859,Bacillus phage bg3,feces,1
860,Bacillus virus Wip1,abdominal cavity,1
861,Bacteriophage sp.,feces,329322
862,Bacteroides phage BT47P1,feces,49
863,Bacteroides phage F2,feces,51
864,Bacteroides phage F4,feces,50
865,Bacteroides phage crAss002,feces,162
866,Bagaza virus,brain,7
867,Bagaza virus,heart,1
868,Bahianus rhabdovirus,pooled insects,1
869,Balaenoptera acutorostrata gammaherpesvirus 1,skin,1
870,Balaenoptera acutorostrata gammaherpesvirus 2,brain,1
871,Bald eagle hepacivirus,blood,1
872,Bald eagle hepacivirus,"liver, abdominal cavity",14
873,Bald eagle poxvirus,skin,4
874,Bamboo mosaic virus,plant leaf,10
875,Bamboo mosaic virus satellite RNA,plant leaf,72
876,Banana bract mosaic virus,plant leaf,32
877,Banana bunchy top virus,plant leaf,195
878,Banana streak MY virus,plant leaf,1
879,Bandicoot papillomatosis carcinomatosis virus type 1,lesion_tumor,6
880,Banna virus,feces,1
881,Banna-like virus strain Balaton/2010/HUN,"feces, abdominal cavity",11
882,Barfin flounder nervous necrosis virus,brain,3
883,Barleria polerovirus 1,plant leaf,6
884,Barleria severe mosaic virus,plant leaf,10
885,Barley virus G,plant leaf,12
886,Barley yellow dwarf virus MAV,plant leaf,54
887,Barley yellow dwarf virus PAS,plant leaf,10
888,Barley yellow dwarf virus PAV,plant leaf,16
889,Barley yellow mosaic virus,plant root,4
890,Barley yellow striate mosaic cytorhabdovirus,plant leaf,3
891,Barnaviridae sp.,feces,6
892,Bartonella henselae phage 60457,blood,1
893,Bas-Congo tibrovirus,blood,16
894,Basavirus sp.,feces,18
895,Basella rugose mosaic virus,flower,1
896,Bastrovirus BAS-1,feces,24
897,Bastrovirus BAS-2,feces,6
898,Bastrovirus BAS-3,feces,12
899,Bastrovirus-like_virus/VietNam/Bat/17819_21,feces,4
900,Bastrovirus/VietNam/Porcine/17489_85,feces,4
901,Bat AAV SC2991,feces,1
902,Bat AAV SC3386,feces,1
903,Bat AAV SC4399,feces,1
904,Bat Alphacoronavirus/GS2013/HuB2013,feces,37
905,Bat Alphacoronavirus/GS2013/HuB2013,oronasopharynx,29
906,Bat Coronavirus Rhhar/CII_KSA_004/Bisha/Saudi Arabia/2013,feces,1
907,Bat Coronavirus Taper/CII_KSA_287/Bisha/Saudi Arabia/2012,feces,1
908,Bat GB-like virus JFD-2011,blood,39
909,Bat GB-like virus JFD-2011,"liver, abdominal cavity",1
910,Bat GB-like virus JFD-2011,"spleen, abdominal cavity",3
911,Bat Paramyxovirus Eid_hel/ZFB08-07/Zambia/2008,spleen,1
912,Bat Paramyxovirus Eid_hel/ZFB09-05/Zambia/2009,spleen,1
913,Bat Paramyxovirus Eid_hel/ZFB09-07/Zambia/2009,spleen,1
914,Bat Paramyxovirus Eid_hel/ZFB09-24/Zambia/2009,spleen,1
915,Bat Paramyxovirus Eid_hel/ZFB09-32/Zambia/2009,spleen,1
916,Bat Paramyxovirus Eid_hel/ZFB09-39/Zambia/2009,spleen,1
917,Bat Paramyxovirus Eid_hel/ZFB09-43/Zambia/2009,spleen,1
918,Bat Paramyxovirus Eid_hel/ZFB09-51/Zambia/2009,spleen,1
919,Bat Paramyxovirus Eid_hel/ZFB10-03/Zambia/2010,spleen,1
920,Bat Paramyxovirus Eid_hel/ZFB10-07/Zambia/2010,spleen,1
921,Bat Paramyxovirus Eid_hel/ZFB10-14/Zambia/2010,spleen,1
922,Bat Paramyxovirus Eid_hel/ZFB10-22/Zambia/2010,spleen,1
923,Bat Paramyxovirus Eid_hel/ZFB10-23/Zambia/2010,spleen,1
924,Bat Paramyxovirus Eid_hel/ZFB10-24/Zambia/2010,spleen,1
925,Bat Paramyxovirus Eid_hel/ZFB10-26/Zambia/2010,spleen,1
926,Bat Paramyxovirus Eid_hel/ZFB10-27/Zambia/2010,spleen,1
927,Bat Paramyxovirus Eid_hel/ZFB10-39/Zambia/2010,spleen,1
928,Bat Paramyxovirus Eid_hel/ZFB10-42/Zambia/2010,spleen,1
929,Bat Paramyxovirus Eid_hel/ZFB11-30/Zambia/2011,spleen,1
930,Bat Paramyxovirus Eid_hel/ZFB11-35/Zambia/2011,spleen,1
931,Bat Paramyxovirus Eid_hel/ZFB11-60/Zambia/2011,spleen,1
932,Bat Paramyxovirus Eid_hel/ZFB11-66/Zambia/2011,spleen,1
933,Bat Paramyxovirus Eid_hel/ZFB11-76/Zambia/2011,spleen,1
934,Bat Paramyxovirus Eid_hel/ZFB11-88/Zambia/2011,spleen,1
935,Bat Paramyxovirus Eid_hel/ZFB11-91/Zambia/2011,spleen,1
936,Bat adeno-associated virus GF-4a,feces,1
937,Bat adenovirus FBV1,"spleen, abdominal cavity",3
938,Bat adenovirus GF-4,feces,1
939,Bat adenovirus N78-28/Germany/2008,feces,1
940,Bat alphacoronavirus,feces,580
941,Bat alphacoronavirus,urine,2
942,Bat alphacoronavirus PH201,feces,6
943,Bat alphacoronavirus/UF-FWC/2016/3,feces,1
944,Bat associated circovirus,brain,2
945,Bat associated circovirus,feces,38
946,Bat associated circovirus,"saliva, oronasopharynx",5
947,Bat associated circovirus 10,"saliva, oronasopharynx",4
948,Bat associated circovirus 12,feces,2
949,Bat associated circovirus 4,oronasopharynx,4
950,Bat associated cyclovirus 1,feces,4
951,Bat associated cyclovirus 10,feces,7
952,Bat associated cyclovirus 12,feces,4
953,Bat associated cyclovirus 14,feces,4
954,Bat associated cyclovirus 15,feces,4
955,Bat associated cyclovirus 16,feces,8
956,Bat associated cyclovirus 2,feces,6
957,Bat associated cyclovirus 3,feces,4
958,Bat associated cyclovirus 4,feces,4
959,Bat associated cyclovirus 5,muscle,4
960,Bat astrovirus,abdominal cavity,31
961,Bat astrovirus,feces,13
962,Bat astrovirus,"feces, abdominal cavity",27
963,Bat astrovirus,lung,1
964,Bat astrovirus,urine,1
965,Bat astrovirus 1,feces,1
966,Bat astrovirus AFCD166,feces,3
967,Bat astrovirus AFCD88,feces,3
968,Bat astrovirus GF-7a,feces,1
969,Bat astrovirus Ha/QX48/Guangxi,feces,1
970,Bat astrovirus Hi/Guangxi/PX05/2007,feces,1
971,Bat astrovirus Hl/FG04/Hainan,feces,1
972,Bat astrovirus Hl/FG05/Hainan,feces,1
973,Bat astrovirus Hl/FG07/Hainan,feces,1
974,Bat astrovirus Hl/FG10/Hainan,feces,1
975,Bat astrovirus Hl/FG14/Hainan,feces,1
976,Bat astrovirus Hl/FG17/Hainan,feces,1
977,Bat astrovirus Hl/FG19-1/Hainan,feces,1
978,Bat astrovirus Hl/FG19-2/Hainan,feces,1
979,Bat astrovirus Hl/FG19-3/Hainan,feces,1
980,Bat astrovirus Hl/FK29-1/Guangxi,feces,1
981,Bat astrovirus Hl/FK29-2/Guangxi,feces,1
982,Bat astrovirus Hl/FK34/Guangxi,feces,1
983,Bat astrovirus Hl/LD34/Hainan,feces,1
984,Bat astrovirus Hl/LD41/Hainan,feces,1
985,Bat astrovirus Hl/MG24/Hainan,feces,1
986,Bat astrovirus Hl/MG27/Hainan,feces,1
987,Bat astrovirus Hl/MG30/Hainan,feces,1
988,Bat astrovirus Mf/WOM990,feces,1
989,Bat astrovirus Mf/XMM137,feces,1
990,Bat astrovirus Mm/NX25-1/Hainan,feces,1
991,Bat astrovirus Mm/NX25-2/Hainan,feces,1
992,Bat astrovirus Mm/NX28/Hainan,feces,1
993,Bat astrovirus Mm/NX29/Hainan,feces,1
994,Bat astrovirus Ms/BT017-1/Hainan,feces,1
